,TimeStamp,D1_Commanded_Torque,D1_DC_Bus_Voltage,D2_Motor_Speed,IVT_Result_I,Wheel_Speed,Power,Incremental_Energy,Total_Energy,adjusted_time_ms,time_on_video
14913,1718634664659.184,37.9,503.913,1087.41,7.96816,8.374835021450322,4015.25941008,36.137334690719996,195685.9006958179,31761134.638992373,529:21.13
14914,1718634664668.1838,37.9,505.03,1137.32,8.55786,8.759223629170117,4321.976035799999,38.89778432219999,195724.7984801401,31761143.507776003,529:21.14
14915,1718634664677.1836,37.9,504.088,1195.1,9.22985,9.204224105107805,4652.656626800001,41.8739096412,195766.6723897813,31761152.376559637,529:21.15
14916,1718634664686.183,37.9,501.975,1242.06,10.4453,9.565892889289765,5243.2794675000005,47.1895152075,195813.8619049888,31761161.245343268,529:21.16
14917,1718634664695.183,37.0512,499.764,1256.88,11.635299999999999,9.680031121435778,5814.9040692,52.334136622799996,195866.1960416116,31761170.1141269,529:21.17
14918,1718634664704.1829,35.5,501.264,1230.42,11.6025,9.476245856754035,5815.9155599999995,52.34324003999999,195918.5392816516,31761178.982910533,529:21.18
14919,1718634664713.1826,35.7829,502.909,1172.48,11.569600000000001,9.030013119200737,5818.455966400001,52.3661036976,195970.9053853492,31761187.851694163,529:21.19
14920,1718634664722.1824,37.0072,504.306,1114.06,10.59,8.580083596800604,5340.6005399999995,48.065404859999994,196018.97079020922,31761196.720477797,529:21.20
14921,1718634664731.182,38.3,504.306,1082.27,9.37074,8.335248617048801,4725.720406439999,42.53148365795999,196061.50227386717,31761205.589261428,529:21.21
14922,1718634664740.1816,38.9717,505.861,1087.76,8.80059,8.377530593734472,4451.87525799,40.06687732191,196101.5691511891,31761214.458045058,529:21.21
14923,1718634664749.1812,40.2,504.267,1125.33,8.97833,8.666881024350236,4527.47553411,40.747279806989994,196142.31643099608,31761223.326828692,529:21.22
14924,1718634664758.1812,40.2,502.455,1180.57,9.41733,9.09231934714009,4731.78454515,42.58606090634999,196184.90249190244,31761232.195612323,529:21.23
